9.000000,35.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
108.267453,600.000000,59.103245,600.000000,21.738446,600.000000,7.972468,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,590.808260,600.000000,541.644051
45.337266,69.781398,59.103245,21.738446,-1.000000,-1.000000,-1.000000,-1.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000
21.738446,94.463614,21.738446,45.337266,82.702065,45.337266,7.972468,21.738446
600.000000,600.000000,600.000000,-0.983284,-0.983284,-0.983284,-0.983284,-0.983284
600.000000,600.000000,600.000000,-0.983284,-0.983284,-0.983284,-0.983284,-0.983284
600.000000,600.000000,600.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
600.000000,55.383438,600.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
